,timestamp,age,gender,city,position,experience,seniority_level,net_salary,salary_last_year,main_language,company_size,company_type,main_technology,company_business_sector,other_technologies,covid_job_loss
34,14/12/2018 13:43:50,0.0,,München,Software Engineer,2.0,Junior,58000.0,50000.0,English,100,Product,,,,
35,14/12/2018 13:44:05,31.0,,München,Systems Administrator,1.0,Junior,36000.0,0.0,English,50,Startup,,,,
36,14/12/2018 13:44:09,31.0,,München,Software Engineer,10.0,Senior,70000.0,60000.0,English,100,Product,,,,
37,14/12/2018 13:44:09,32.0,,München,Software Engineer,10.0,Senior,72000.0,56000.0,English,100,Product,,,,
38,14/12/2018 13:44:38,35.0,,München,Software Engineer,5.0,Middle,75000.0,70000.0,English,100,Product,,,,
39,14/12/2018 13:44:52,33.0,,München,PM,9.0,Middle,90000.0,100000.0,Deutsch,1000,Product,,,,
40,14/12/2018 13:44:54,32.0,,München,Android Developer,7.0,Senior,69000.0,0.0,English,100,Product,,,,
41,14/12/2018 13:44:55,41.0,,München,Software Engineer,20.0,Senior,113000.0,80000.0,Deutsch,100,Startup,,,,
42,14/12/2018 13:45:42,0.0,,München,Frontend Developer,10.0,Senior,65000.0,0.0,English,100,Product,,,,
43,14/12/2018 13:45:55,30.0,,München,Software Engineer,7.0,Middle,75000.0,72000.0,English,50,Product,,,,
44,14/12/2018 13:46:20,24.0,,München,IOS Developer,3.0,Middle,57000.0,45000.0,Russian,100,Product,,,,
45,14/12/2018 13:46:29,43.0,,Berlin,Data Engineer,10.0,Senior,84000.0,78000.0,English,50,Product,,,,
46,14/12/2018 13:46:46,28.0,,München,IOS Developer,6.0,Senior,70000.0,45000.0,English,1000,Product,,,,
47,14/12/2018 13:46:50,29.0,,Bremen,Software Engineer,1.0,Junior,55000.0,0.0,Deutsch,10,Product,,,,
48,14/12/2018 13:47:09,32.0,,München,Software Engineer,6.0,Senior,60000.0,57000.0,English,100,Product,,,,
49,14/12/2018 13:47:36,31.0,,Frankfurt,Software Engineer,11.0,Senior,65000.0,61000.0,English,100,Product,,,,
50,14/12/2018 13:48:17,33.0,,Berlin,Frontend Developer,10.0,Senior,70000.0,0.0,English,10,Startup,,,,
51,14/12/2018 13:50:54,29.0,,0,Hardware Engineer,7.0,Middle,50000.0,50000.0,English,10,Product,,,,
52,14/12/2018 13:52:38,28.0,,München,Software Engineer,7.5,Middle,65000.0,65000.0,Deutsch,50,Agency,,,,
53,14/12/2018 13:54:01,32.0,,München,Software Engineer,10.0,Senior,78000.0,65000.0,English,10,Startup,,,,
54,14/12/2018 13:54:15,26.0,,Regensburg,Mobile App Developer,1.0,Junior,60000.0,0.0,Deutsch,1000,Product,,,,
55,14/12/2018 13:54:24,34.0,,Hamburg,Software Engineer,10.0,Senior,71000.0,68000.0,English,50,Startup,,,,
56,14/12/2018 13:54:51,29.0,,München,DevOps,9.0,Senior,75000.0,58000.0,Deutsch,100,Product,,,,
57,14/12/2018 13:55:13,27.0,,Frankfurt,Software Engineer,1.0,Junior,49000.0,45000.0,English,1000,Consultancy,,,,
58,14/12/2018 13:55:42,28.0,,Hamburg,Software Engineer,4.0,Senior,65000.0,0.0,English,100,Product,,,,
59,14/12/2018 13:56:04,34.0,,München,BA/PM,10.0,Senior,68000.0,0.0,English,10,Product,,,,
60,14/12/2018 13:58:27,35.0,,München,DevOps,10.0,Senior,56000.0,0.0,English,50,Product,,,,
61,14/12/2018 14:00:15,32.0,,Berlin,QA,3.0,Junior,30000.0,0.0,English,50,Product,,,,
62,14/12/2018 14:00:22,32.0,,München,Software Engineer,11.0,Senior,72000.0,72000.0,English,10,Product,,,,
63,14/12/2018 14:00:57,0.0,,Frankfurt,Software Engineer,4.0,Middle,65000.0,60000.0,English,100,Product,,,,
64,14/12/2018 14:01:59,29.0,,Frankfurt,IOS Developer,5.0,Middle,45000.0,0.0,English,10,Agency,,,,
65,14/12/2018 14:03:15,36.0,,München,QA,4.0,Middle,55000.0,0.0,English,1000,Product,,,,
66,14/12/2018 14:03:29,29.0,,Lisbon,IOS Developer,6.0,Middle,40000.0,0.0,English,1000,Product,,,,
67,14/12/2018 14:04:31,25.0,,Frankfurt,Frontend Developer,5.0,Middle,66000.0,55000.0,English,100,Agency,,,,
68,14/12/2018 14:04:45,0.0,,Frankfurt,Software Engineer,7.0,Senior,66000.0,66000.0,English,100,Product,,,,
69,14/12/2018 14:04:58,0.0,,Hamburg,Software Engineer,5.0,Middle,54000.0,56000.0,English,100,Product,,,,
70,14/12/2018 14:05:28,25.0,,München,Software Engineer,3.0,Senior,60000.0,60000.0,Russian,10,Startup,,,,
71,14/12/2018 14:08:20,32.0,,Berlin,Frontend Developer,6.0,Middle,50000.0,45000.0,English,10,Product,,,,
72,14/12/2018 14:09:38,29.0,,Berlin,SDET,7.0,Senior,60000.0,60000.0,English,1000,Product,,,,
73,14/12/2018 14:10:00,0.0,,Leipzig,IOS Developer,3.0,Senior,48000.0,0.0,English,100,Agency,,,,
74,14/12/2018 14:11:36,26.0,,München,Android Developer,4.0,Middle,66000.0,22400.0,English,1000,Agency,,,,
75,14/12/2018 14:15:19,33.0,,Frankfurt,Software Engineer,10.0,Senior,95000.0,84000.0,Deutsch,1000,Product,,,,
76,14/12/2018 14:15:23,28.0,,München,Frontend Developer,8.0,Middle,61000.0,61000.0,English,100,Product,,,,
77,14/12/2018 14:19:00,31.0,,Berlin,Software Engineer,1.0,Middle,65000.0,65000.0,English,100,Startup,,,,
78,14/12/2018 14:20:07,29.0,,Berlin,Software Engineer,5.0,Middle,55000.0,46000.0,English,10,Startup,,,,
79,14/12/2018 14:21:25,29.0,,München,Software Engineer,8.0,Senior,72000.0,0.0,Russian,100,Product,,,,
80,14/12/2018 14:22:39,33.0,,Berlin,0,0.0,Middle,90000.0,60000.0,English,1000,Product,,,,
81,14/12/2018 14:26:57,31.0,,Berlin,DevOps,12.0,Senior,60000.0,49050.0,English,50,Startup,,,,
82,14/12/2018 14:27:10,0.0,,München,Software Engineer,5.0,Middle,60000.0,0.0,English,100,Product,,,,
83,14/12/2018 14:28:17,27.0,,Berlin,DevOps,10.0,Senior,87000.0,75000.0,English,100,Product,,,,
84,14/12/2018 14:29:00,30.0,,Berlin,IOS Developer,6.0,Senior,70000.0,55000.0,English,100,Product,,,,
85,14/12/2018 14:29:12,0.0,,München,Software Engineer,8.0,Middle,30000.0,29000.0,English,10,Startup,,,,
86,14/12/2018 14:29:35,34.0,,Berlin,Manager,5.0,Middle,55000.0,50000.0,English,100,Startup,,,,
87,14/12/2018 14:29:48,24.0,0,München,Frontend Developer,3.0,Middle,57000.0,55000.0,English,1000,Product,,,,
88,14/12/2018 14:31:08,44.0,,München,Software Engineer,14.0,Senior,73000.0,70000.0,Russian,50,0,,,,
89,14/12/2018 14:32:30,37.0,,Berlin,Senior/Lead Developer,15.0,Senior,85000.0,75000.0,English,10,Startup,,,,
90,14/12/2018 14:32:47,0.0,,Stuttgart,QA,4.0,Senior,65000.0,60000.0,English,1000,Agency,,,,
91,14/12/2018 14:32:55,0.0,,Stuttgart,QA,4.0,Senior,65000.0,60000.0,English,1000,Agency,,,,
92,14/12/2018 14:33:05,33.0,,Berlin,Software Engineer,0.0,Senior,58000.0,58000.0,English,100,Startup,,,,
93,14/12/2018 14:33:16,36.0,,Berlin,Mobile Lead,14.0,Senior,82000.0,72000.0,English,100,Product,,,,
94,14/12/2018 14:33:48,34.0,,Berlin,Software Engineer,10.0,Senior,67000.0,65000.0,English,100,Product,,,,
95,14/12/2018 14:35:19,31.0,,Berlin,Frontend Developer,12.0,Senior,65000.0,60000.0,English,100,Product,,,,
96,14/12/2018 14:35:19,25.0,,München,Software Engineer,3.0,Middle,62000.0,20000.0,English,100,Outsource,,,,
97,14/12/2018 14:35:22,28.0,,Berlin,Frontend Developer,6.0,Senior,62000.0,58000.0,English,50,Startup,,,,
98,14/12/2018 14:36:04,38.0,,Berlin,Frontend Developer,19.0,Senior,83000.0,57000.0,English,100,Product,,,,
99,14/12/2018 14:36:57,32.0,,Berlin,Data Engineer,10.0,Senior,75000.0,68000.0,English,1000,Product,,,,
100,14/12/2018 14:37:00,22.0,,Berlin,Software Engineer,2.0,Middle,50000.0,0.0,English,50,Startup,,,,
101,14/12/2018 14:37:59,37.0,,München,Software Engineer,8.0,Senior,100000.0,100000.0,English,50,Agency,,,,
102,14/12/2018 14:38:13,32.0,,Berlin,Software Engineer,10.0,Middle,75000.0,0.0,English,1000,Product,,,,
103,14/12/2018 14:39:31,40.0,,Berlin,Software Engineer,18.0,Senior,69000.0,65000.0,English,50,Agency,,,,
104,14/12/2018 14:39:33,24.0,,Berlin,Software Engineer,3.0,Middle,50000.0,45000.0,English,100,Product,,,,
105,14/12/2018 14:40:36,36.0,,Berlin,SW Developer,10.0,Middle,73000.0,58000.0,English,50,Startup,,,,
106,14/12/2018 14:42:07,35.0,,Berlin,Software Engineer,15.0,Senior,120000.0,85000.0,English,1000,Product,,,,
107,14/12/2018 14:43:15,28.0,,Frankfurt,webdev,5.0,Senior,50000.0,41000.0,English,10,Product,,,,
108,14/12/2018 14:43:19,32.0,,München,Web Developer ,3.0,Middle,58000.0,50000.0,Deutsch,1000,0,,,,
109,14/12/2018 14:45:08,33.0,,0,Software Engineer,11.0,Senior,65000.0,62000.0,Deutsch,50,Product,,,,
110,14/12/2018 14:46:20,36.0,,München,QA,3.0,Middle,30000.0,30000.0,English,10,Product,,,,
111,14/12/2018 14:46:28,32.0,,Berlin,Software Engineer,0.0,Senior,80000.0,70000.0,English,10,Startup,,,,
112,14/12/2018 14:46:54,32.0,,Berlin,Frontend Developer,10.0,Senior,70000.0,0.0,English,50,Startup,,,,
113,14/12/2018 14:48:13,32.0,,München,Software Engineer,4.0,Senior,65000.0,60000.0,English,50,Product,,,,
114,14/12/2018 14:48:46,31.0,,Berlin,Software Engineer,12.0,Senior,78600.0,75000.0,English,100,Product,,,,
115,14/12/2018 14:51:20,34.0,,Berlin,Software Engineer,13.0,Senior,70000.0,84000.0,English,10,Product,,,,
116,14/12/2018 14:54:00,0.0,,Amsterdam,Frontend Developer,5.0,Senior,60000.0,0.0,English,1000,Product,,,,
117,14/12/2018 14:56:28,32.0,,Berlin,Software Engineer,6.0,Senior,78000.0,65000.0,English,100,Startup,,,,
118,14/12/2018 14:57:07,34.0,,Berlin,Engineering Manager,17.0,Senior,70000.0,70000.0,English,50,Startup,,,,
119,14/12/2018 14:58:17,32.0,,Luxembourg,SDE,8.0,Middle,89000.0,90000.0,English,1000,Product,,,,
120,14/12/2018 15:00:18,27.0,,München,Software Engineer,0.5,Junior,60000.0,0.0,English,50,Product,,,,
121,14/12/2018 15:01:21,31.0,,München,QA,5.0,Middle,60000.0,0.0,English,50,Product,,,,
122,14/12/2018 15:02:04,32.0,,Berlin,Android developer ,9.0,Senior,72000.0,68000.0,English,1000,Product,,,,
123,14/12/2018 15:02:23,0.0,,München,Designer,3.0,Middle,43000.0,36000.0,Deutsch,50,Product,,,,
124,14/12/2018 15:04:23,27.0,,Berlin,Software Engineer,7.0,Senior,72000.0,65000.0,English,1000,Product,,,,
125,14/12/2018 15:05:01,30.0,,Berlin,Software Engineer,7.0,Senior,65000.0,62000.0,English,1000,Startup,,,,
126,14/12/2018 15:05:08,34.0,,Berlin,Software Engineer,5.0,Senior,85000.0,70000.0,English,1000,Agency,,,,
127,14/12/2018 15:08:12,30.0,,Berlin,QA,8.0,Senior,55000.0,50000.0,English,50,Product,,,,
128,14/12/2018 15:08:33,24.0,,Berlin,MTS,4.0,Middle,65000.0,0.0,English,100,Startup,,,,
129,14/12/2018 15:09:01,28.0,,Berlin,Frontend Developer,4.0,Middle,56000.0,51000.0,English,1000,Product,,,,
130,14/12/2018 15:11:21,39.0,,Bern,Software Engineer,10.0,Senior,107000.0,56000.0,Deutsch,100,Product,,,,
131,14/12/2018 15:11:22,29.0,,Berlin,Software Engineer,3.0,Middle,60000.0,0.0,English,100,Product,,,,
132,14/12/2018 15:12:01,34.0,,München,Android Developer,7.0,Senior,70000.0,0.0,English,100,Startup,,,,
133,14/12/2018 15:12:19,30.0,,Berlin,Hardware Engineer,6.0,Middle,60000.0,58000.0,English,100,Product,,,,
134,14/12/2018 15:14:28,35.0,,Berlin,Software Engineer,15.0,Senior,62000.0,54000.0,English,100,Product,,,,
135,14/12/2018 15:18:07,37.0,,Berlin,Software Engineer,14.0,Senior,78000.0,68000.0,English,10,Startup,,,,
136,14/12/2018 15:18:58,25.0,,Frankfurt,Junior IT Manager,0.0,Junior,60000.0,55000.0,English,1000,Industry,,,,
137,14/12/2018 15:20:33,37.0,,Berlin,Software Engineer,15.0,Senior,54000.0,54000.0,English,10,Product,,,,
138,14/12/2018 15:21:25,27.0,,Berlin,Software Engineer,4.0,Middle,46000.0,46000.0,Deutsch,100,E-Commerce firm,,,,
139,14/12/2018 15:21:26,30.0,,Bonn,Business Analyst,7.0,Middle,64000.0,60000.0,English,1000,Product,,,,
140,14/12/2018 15:22:45,33.0,,Berlin,Software Engineer,10.0,Senior,65000.0,55000.0,English,10,Product,,,,
141,14/12/2018 15:23:40,32.0,,Berlin,Frontend Developer,5.0,Middle,58000.0,23000.0,English,10,Startup,,,,
142,14/12/2018 15:24:22,0.0,,München,Software Engineer,13.0,Senior,75000.0,70000.0,English,1000,Product,,,,
143,14/12/2018 15:27:36,30.0,,Frankfurt,Software Engineer,8.0,Senior,95000.0,80000.0,English,100,Product,,,,
144,14/12/2018 15:30:21,27.0,,Berlin,Android Developer,5.0,Middle,60000.0,0.0,English,100,Product,,,,
145,14/12/2018 15:30:27,28.0,,München,Software Engineer,6.0,Middle,53000.0,0.0,English,100,Product,,,,
146,14/12/2018 15:31:13,30.0,,Berlin,Software Engineer,3.0,Middle,69000.0,0.0,English,1000,Product,,,,
147,14/12/2018 15:31:33,39.0,,Berlin,Software Engineer,20.0,Senior,84000.0,82000.0,English,1000,Product,,,,
148,14/12/2018 15:32:58,26.0,,Berlin,Designer,5.0,Senior,52000.0,0.0,English,10,Startup,,,,
149,14/12/2018 15:34:50,0.0,,München,Software Engineer,12.0,Senior,85000.0,75000.0,English,10,Product,,,,
150,14/12/2018 15:36:26,30.0,,Berlin,SRE,7.0,Senior,75000.0,0.0,English,50,0,,,,
151,14/12/2018 15:44:27,0.0,,München,developer,6.0,Senior,63000.0,60000.0,English,100,Product,,,,
152,14/12/2018 15:44:57,39.0,,Berlin,DBA,17.0,Senior,87000.0,80000.0,English,1000,Product,,,,
153,14/12/2018 15:47:44,35.0,,Berlin,Software Engineer,14.0,Senior,65000.0,0.0,English,10,Startup,,,,
154,14/12/2018 15:50:50,30.0,,Berlin,Software Engineer,3.0,Middle,50400.0,43200.0,English,10,Startup,,,,
155,14/12/2018 15:54:33,26.0,,Berlin,Software Engineer,6.0,Senior,65000.0,52000.0,English,100,Product,,,,
156,14/12/2018 15:55:41,0.0,,Hamburg,Business Analyst,19.0,Senior,85000.0,80000.0,Deutsch,1000,Product,,,,
157,14/12/2018 15:56:16,27.0,,Berlin,Software Engineer,2.5,Senior,66000.0,13000.0,English,100,Startup,,,,
158,14/12/2018 15:56:57,43.0,,München,Software Engineer,0.5,Junior,32000.0,0.0,Deutsch,10,Product,,,,
159,14/12/2018 15:58:16,42.0,,München,Software Engineer,15.0,Middle,42000.0,42000.0,Deutsch,10,Product,,,,
160,14/12/2018 16:11:51,31.0,,Berlin,Software Engineer,11.0,Senior,65000.0,55000.0,English,100,Product,,,,
161,14/12/2018 16:13:11,34.0,,Berlin,Software Engineer,8.0,Middle,74000.0,72000.0,English,1000,Startup,,,,
162,14/12/2018 16:14:28,0.0,,Berlin,Software Engineer,10.0,Senior,75000.0,0.0,English,100,Startup,,,,
163,14/12/2018 16:15:58,30.0,,München,Software Engineer,8.0,Senior,72500.0,65000.0,English,100,Product,,,,
164,14/12/2018 16:18:51,37.0,,Berlin,Database Administrator,7.0,Senior,53000.0,47000.0,Deutsch,100,Product,,,,
165,14/12/2018 16:22:31,0.0,,Frankfurt,Software Engineer,13.0,Senior,102000.0,92000.0,English,100,Product,,,,
166,14/12/2018 16:23:37,27.0,,Hamburg,Frontend Developer,11.0,Senior,60000.0,58000.0,English,100,Product,,,,
167,14/12/2018 16:28:22,30.0,,Berlin,Software Engineer,10.0,Senior,75000.0,56000.0,English,1000,Product,,,,
168,14/12/2018 16:34:10,33.0,,Berlin,PM,15.0,Senior,85000.0,75000.0,English,1000,0,,,,
169,14/12/2018 16:36:10,38.0,,Köln,Software Engineer,12.0,Senior,60000.0,0.0,Deutsch,10,Consulting,,,,
170,14/12/2018 16:37:06,35.0,,Berlin,Software Engineer,9.0,Senior,60000.0,60000.0,English,10,Startup,,,,
171,14/12/2018 16:39:31,36.0,,Berlin,Head of Engineering,15.0,Senior,85000.0,75000.0,Deutsch,10,Product,,,,
172,14/12/2018 16:59:14,25.0,,Berlin,Android Developer,5.0,Middle,50000.0,0.0,English,10,Startup,,,,
173,14/12/2018 16:59:45,32.0,,Berlin,Software Engineer,5.0,0,60000.0,57000.0,English,100,Product,,,,
174,14/12/2018 17:00:26,35.0,,Köln,Angular,5.0,Middle,35000.0,35000.0,English,1000,Product,,,,
175,14/12/2018 17:01:05,29.0,,München,Senior Android Developer,8.0,Senior,75000.0,58000.0,English,50,Agency,,,,
176,14/12/2018 17:06:24,30.0,,Berlin,Software Engineer,4.0,Middle,58000.0,45000.0,English,10,Product,,,,
177,14/12/2018 17:09:17,33.0,,Berlin,Software Engineer,12.0,Senior,75000.0,65000.0,English,1000,Internal development for a non-IT company,,,,
178,14/12/2018 17:09:32,30.0,,Baden-Württemberg ,Mobile developer,8.0,Senior,70000.0,55000.0,English,10,Startup,,,,
179,14/12/2018 17:11:47,30.0,,Berlin,Software Engineer,11.0,Senior,65000.0,65000.0,English,50,Startup,,,,
180,14/12/2018 17:13:28,31.0,,Berlin,Software Engineer,8.0,Senior,55800.0,52800.0,Deutsch,1000,Product,,,,
181,14/12/2018 17:28:55,26.0,,Berlin,QA,4.0,Middle,55000.0,55000.0,English,1000,Product,,,,
182,14/12/2018 17:36:48,27.0,,Berlin,Frontend Developer,5.0,Middle,55000.0,0.0,English,1000,Product,,,,
183,14/12/2018 17:45:50,34.0,,Berlin,Android Developer,7.0,Senior,70000.0,56000.0,Deutsch,100,Product,,,,
184,14/12/2018 17:47:16,35.0,,Berlin,Software Engineer,12.0,Senior,63000.0,63000.0,English,100,Product,,,,
185,14/12/2018 17:47:38,29.0,,Berlin,Software Engineer,8.0,Senior,115000.0,85000.0,English,1000,Product,,,,
186,14/12/2018 17:52:18,28.0,,München,Software Engineer,2.0,Middle,52000.0,23000.0,Deutsch,100,Agency,,,,
187,14/12/2018 17:54:53,39.0,,Frankfurt,Software Engineer,13.0,Senior,176000.0,110000.0,English,1000,Product,,,,
188,14/12/2018 17:55:01,35.0,,München,Software Engineer,14.0,Senior,70000.0,58000.0,English,10,Startup,,,,
189,14/12/2018 18:09:11,31.0,,Frankonia,QA,7.0,Senior,44000.0,44000.0,English,100,Product,,,,
190,14/12/2018 18:09:27,26.0,,Berlin,Software Engineer,2.5,Middle,50000.0,40000.0,English,10,Startup,,,,
191,14/12/2018 18:12:52,26.0,,München,Software Engineer,4.0,Middle,58000.0,48000.0,English,100,Agency,,,,
192,14/12/2018 18:16:05,0.0,,Berlin,DevOps,9.0,Middle,60000.0,50000.0,English,10,Startup,,,,
193,14/12/2018 18:19:11,42.0,,Stuttgart ,Software Engineer,3.0,Senior,60000.0,50000.0,Deutsch,1000,Personaldienstleister,,,,
194,14/12/2018 18:19:43,27.0,,Berlin,Software Engineer,3.0,Senior,64000.0,58000.0,English,100,Startup,,,,
195,14/12/2018 18:19:59,38.0,,Berlin,PM,5.0,Senior,80000.0,80000.0,English,10,Product,,,,
196,14/12/2018 18:21:16,24.0,,München,Software Engineer,2.0,Middle,58000.0,24480.0,English,10,Startup,,,,
197,14/12/2018 18:22:41,32.0,,Berlin,Software Engineer,8.0,Senior,95000.0,88000.0,English,50,Product,,,,
198,14/12/2018 18:23:04,28.0,,Berlin,Frontend Developer,6.0,Middle,50000.0,0.0,English,100,Startup,,,,
199,14/12/2018 18:23:11,31.0,,München,Software Engineer,13.0,Senior,90000.0,75000.0,English,100,Product,,,,
200,14/12/2018 18:30:31,31.0,,Stuttgart,Head of Development,12.0,Senior,75000.0,69000.0,English,100,Product,,,,
201,14/12/2018 18:44:00,31.0,,Mannheim ,Software Engineer,4.0,Senior,46000.0,0.0,Deutsch,50,Startup,,,,
202,14/12/2018 18:47:44,30.0,,Köln,Software Engineer,5.0,Middle,80000.0,78000.0,English,1000,Product,,,,
203,14/12/2018 18:48:00,36.0,,München,Software Engineer,5.0,Senior,92000.0,77000.0,English,50,Agency,,,,
204,14/12/2018 18:51:51,24.0,,München,Software Engineer,4.0,Middle,60000.0,55000.0,English,100,Agency,,,,
205,14/12/2018 18:59:10,33.0,,Karlsruhe,Hardware Engineer,13.0,Senior,90000.0,90000.0,Deutsch,10,0,,,,
206,14/12/2018 19:01:15,34.0,,München,Software Engineer,6.0,Middle,63000.0,63000.0,Deutsch,10,Product,,,,
207,14/12/2018 19:02:11,29.0,,München,System Engineer,8.0,Senior,75000.0,65000.0,English,50,Product,,,,
208,14/12/2018 19:03:58,0.0,,Berlin,Marketing Manager,0.0,Senior,55000.0,45000.0,English,100,Startup,,,,
209,14/12/2018 19:04:15,22.0,,München,Software Engineer,1.5,Junior,70000.0,0.0,English,1000,Product,,,,
210,14/12/2018 19:05:11,42.0,,Stuttgart,Software Engineer,20.0,Senior,74000.0,0.0,English,50,Startup,,,,
211,14/12/2018 19:07:54,29.0,,Berlin,Software Engineer,5.0,Middle,65000.0,57600.0,English,50,Product,,,,
212,14/12/2018 19:08:18,29.0,,Stuttgart,Software Engineer,6.0,Senior,125000.0,115000.0,English,1000,Product,,,,
213,14/12/2018 19:12:42,35.0,,Berlin,Software Engineer,10.0,Senior,68000.0,65000.0,English,100,Product,,,,
214,14/12/2018 19:13:13,36.0,,Berlin,Engineer,13.0,Senior,80000.0,70000.0,English,100,Startup,,,,
215,14/12/2018 19:28:23,29.0,,München,IT admin,7.0,Senior,40000.0,0.0,Deutsch,50,Product,,,,
216,14/12/2018 19:38:07,28.0,,Stuttgart ,Software Engineer,5.0,Middle,60000.0,60000.0,English,100,Agency,,,,
217,14/12/2018 19:38:08,32.0,,Berlin,Software Engineer,13.0,Senior,65000.0,58000.0,English,10,Startup,,,,
218,14/12/2018 19:43:14,38.0,,Berlin,Software Engineer,15.0,Senior,92000.0,70000.0,English,1000,Product,,,,
219,14/12/2018 19:52:50,31.0,,Berlin,Software Engineer,8.0,Senior,75000.0,55000.0,English,100,Startup,,,,
220,14/12/2018 19:54:14,0.0,,Berlin,QA,5.0,Senior,70000.0,70000.0,English,1000,ipo,,,,
221,14/12/2018 19:54:47,38.0,,München,Software Engineer,16.0,Middle,58000.0,56000.0,Deutsch,100,Product,,,,
222,14/12/2018 20:13:28,30.0,,Berlin,Software Engineer,6.0,Senior,76000.0,0.0,English,1000,e-commerce,,,,
223,14/12/2018 20:30:03,0.0,,Berlin,Software Engineer,9.0,Senior,75000.0,73000.0,English,100,Product,,,,
224,14/12/2018 20:35:49,27.0,,München,Software Engineer,6.0,Senior,65000.0,0.0,English,10,Startup,,,,
225,14/12/2018 20:41:56,27.0,,München,Software Engineer,6.0,Senior,75000.0,71000.0,English,1000,Product,,,,
226,14/12/2018 20:53:08,36.0,,Berlin,Software Engineer,12.0,Senior,80000.0,80000.0,English,1000,Product,,,,
