timestamp,age,gender,city,position,experience,seniority_level,main_technology,other_technologies,main_language,company_size,company_type,covid_job_loss,salary_last_year,net_salary
24/11/2020 11:33:08,0.0,Male,Berlin,Software Engineer,0,Senior,PHP,0,English,0,0,No,0.0,75000.0
24/11/2020 11:33:33,35.0,Male,Munich,Software Engineer,11,Senior,Php,"Javascript / Typescript, AWS, Kubernetes, Docker",German,101-1000,Product,No,65000.0,70000.0
24/11/2020 11:33:45,33.0,Male,Munich,DevOps,15,Lead,Kubernetes,"AWS, Google Cloud, Azure, Docker",0,101-1000,Product,No,163000.0,100000.0
24/11/2020 11:33:46,29.0,Male,Berlin,Software Engineer,5,Senior,Go,"Java / Scala, AWS, Docker",English,101-1000,Product,No,58000.0,75000.0
24/11/2020 11:33:51,66.0,Male,Munich,Software Engineer,40,Lead,ruby on rails,"Javascript / Typescript, Ruby, SQL",German,51-100,Product,No,50000.0,70000.0
24/11/2020 11:35:25,39.0,Female,Berlin,Software Engineer,10,Senior,Java,"Javascript / Typescript, SQL",German,101-1000,Consulting / Agency,No,68000.0,71500.0
24/11/2020 11:36:44,28.0,Male,Munich,Backend Developer,5,Senior,Kotlin,"Kotlin, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",English,101-1000,Product,No,56000.0,72000.0
24/11/2020 11:37:39,34.0,Male,Munich,Frontend Developer,5,Senior,JavaScript/ES6,0,English,11-50,Product,No,70000.0,73500.0
24/11/2020 11:37:52,34.0,Male,Munich,Software Engineer,13,Lead,.NET,".NET, SQL",English,51-100,Product,No,120000.0,144000.0
24/11/2020 11:38:10,32.0,Male,Munich,Frontend Developer,7,Senior,Javascript,"Javascript / Typescript, Java / Scala",German,101-1000,Consulting / Agency,No,60000.0,62000.0
24/11/2020 11:38:14,38.0,Male,Stuttgart,Hardware Engineer,15,Lead,Hardware,0,English,1000+,Product,other,0.0,83000.0
24/11/2020 11:38:15,32.0,Male,Berlin,Data Scientist,10,Lead,0,0,English,1000+,Consulting / Agency,No,100000.0,140000.0
24/11/2020 11:38:22,45.0,Male,Schleswig-Holstein,Software Engineer,26,Senior,C#,"C/C++, .NET, SQL",German,1000+,Product,No,104000.0,103000.0
24/11/2020 11:39:21,48.0,Male,London,Data Engineer,23,0,Google Cloud Platform,"Python, SQL, Go, Google Cloud, bash",English,up to 10,Personal Ltd,Yes,0.0,110000.0
24/11/2020 11:40:04,28.0,Male,Berlin,Software Engineer,3,Middle,Js,"Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker, Quorum",English,11-50,Startup,No,42000.0,55000.0
24/11/2020 11:40:05,29.0,Male,Konstanz area,Mobile Developer,6,Middle,android,Kotlin,English,11-50,Startup,No,53000.0,53000.0
24/11/2020 11:40:24,36.0,Male,Munich,Backend Developer,15,Senior,java,PHP,English,1000+,Product,No,55000.0,55000.0
24/11/2020 11:40:42,39.0,Male,Berlin,Software Engineer,10,Senior,C#,"Javascript / Typescript, .NET, SQL, Azure, Docker",German,1000+,Consulting / Agency,No,65000.0,75000.0
24/11/2020 11:40:45,29.0,Male,Munich,Software Engineer,7,Senior,JavaScript ,"Kotlin, Javascript / Typescript, Java / Scala, Docker",English,1000+,Product,No,74500.0,85000.0
24/11/2020 11:42:49,31.0,Male,Berlin,Engineering Manager,11,Lead,Java,"Python, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",English,101-1000,Startup,No,79000.0,80000.0
24/11/2020 11:43:28,30.0,Male,Berlin,Backend Developer,5,Middle,Java,0,English,1000+,Product,No,0.0,55000.0
24/11/2020 11:43:34,30.0,Male,Munich,DevOps,8,Middle,0,0,English,1000+,Product,No,126000.0,145200.0
24/11/2020 11:43:49,33.0,Male,Frankfurt,Software Engineer,4,Middle,Java,0,English,11-50,Consulting / Agency,No,0.0,50000.0
24/11/2020 11:44:00,27.0,Male,Berlin,Software Engineer,5,Senior,Scala,Java / Scala,English,1000+,Startup,No,70000.0,78000.0
24/11/2020 11:44:02,26.0,Female,Munich,Data Scientist,6,Middle,python,"Python, C/C++, SQL, Docker",English,1000+,Product,No,120000.0,70000.0
24/11/2020 11:44:10,26.0,Male,Berlin,Software Engineer,8,Lead,Go,"Python, PHP, Javascript / Typescript, Go, Google Cloud, Kubernetes, Docker",English,1000+,Product,No,75000.0,85000.0
24/11/2020 11:44:18,31.0,Female,Berlin,Analytics engineer,6,Middle,SQL,Python,English,101-1000,Startup,No,50500.0,60000.0
24/11/2020 11:44:34,30.0,Male,Berlin,Software Engineer,10,Senior,Scala,"Python, Java / Scala, AWS, Docker",English,101-1000,Product,No,70000.0,72000.0
24/11/2020 11:44:51,38.0,Male,Berlin,Localization producer,17,Middle,0,0,English,1000+,Product,No,184400.0,98500.0
24/11/2020 11:44:59,43.0,Male,Berlin,Mobile Developer,5,Senior,Kotlin,"Kotlin, Java / Scala",English,1000+,Product,No,68000.0,72000.0
24/11/2020 11:45:28,33.0,Male,Berlin,Software Engineer,5,Middle,python,Kubernetes,English,101-1000,Product,No,65000.0,65000.0
24/11/2020 11:45:31,31.0,Male,Berlin,Software Engineer,9,Senior,"C#, .net core","Python, .NET, AWS, Azure, Kubernetes, Docker",English,11-50,Startup,No,0.0,60000.0
24/11/2020 11:46:15,32.0,Female,Berlin,QA Engineer,10,Senior,Java,"Kotlin, Javascript / Typescript, SQL, Docker",English,101-1000,Product,No,55000.0,61000.0
24/11/2020 11:46:16,24.0,Male,Berlin,Data Scientist,4,Senior,Python,"Python, AWS, Docker",English,101-1000,Startup,No,100000.0,146000.0
24/11/2020 11:46:21,29.0,Male,Berlin,DevOps,7,Lead,Kubernetes,"Python, Go, AWS, Kubernetes",English,101-1000,Product,No,70000.0,88000.0
24/11/2020 11:46:42,29.0,Male,Berlin,Data Scientist,4,Senior,Python,"SQL, AWS, Docker",English,101-1000,Product,No,72000.0,81000.0
24/11/2020 11:46:48,30.0,Male,Munich,Hardware Engineer,5,Senior,VHDL,Python,English,101-1000,Product,No,81000.0,85000.0
24/11/2020 11:48:46,35.0,Female,Berlin,Reporting Engineer,3,Middle,Power BI,"Python, Javascript / Typescript, SQL, SAP / ABAP, Google Cloud, Azure",German,1000+,Product,No,45000.0,58000.0
24/11/2020 11:48:57,27.0,Female,Hamburg,Account Managet,6,Senior,0,0,English,101-1000,Product,No,0.0,50000.0
24/11/2020 11:49:06,32.0,Female,Berlin,Product Manager,8,No level,0,0,German,11-50,Consulting / Agency,No,0.0,55000.0
24/11/2020 11:49:42,33.0,Male,Munich,QA Engineer,5,Senior,Java,Docker,English,1000+,Product,No,0.0,60000.0
24/11/2020 11:50:04,28.0,Male,Berlin,Software Engineer,8,Lead,PHP ,"Python, Javascript / Typescript, .NET, SQL, AWS, Azure, Kubernetes, Docker",English,101-1000,Product,No,72000.0,80000.0
24/11/2020 11:50:47,31.0,Female,Munich,agile master ,14,Middle,none,0,German,1000+,Product,No,80000.0,80000.0
24/11/2020 11:50:51,32.0,Male,Munich,Software Engineer,7,Senior,Android,Kotlin,English,51-100,Product,No,60000.0,60000.0
24/11/2020 11:50:52,30.0,Male,Berlin,Backend Developer,8,Senior,Scala,"Python, Kotlin, Java / Scala, SQL, Kubernetes, Docker",English,1000+,Product,No,60000.0,80000.0
24/11/2020 11:50:56,26.0,Male,Munich,Backend Developer,7,Senior,Java,0,English,101-1000,Product,No,61000.0,82000.0
24/11/2020 11:51:35,31.0,Male,Munich,Software Engineer,10,Senior,Java,"Python, Javascript / Typescript, SQL, Kubernetes, Docker",English,1000+,Product,No,68000.0,68000.0
24/11/2020 11:52:49,38.0,Female,Munich,QA Engineer,6,Middle,Java,0,English,1000+,Product,No,62000.0,62000.0
24/11/2020 11:53:56,37.0,Male,Berlin,Software Engineer,10,Senior,PHP,"PHP, Javascript / Typescript, SQL",English,11-50,Startup,No,55000.0,55000.0
24/11/2020 11:54:06,25.0,Male,Munich,Software Engineer,3,Middle,Java,"Python, SQL, AWS, Azure, Kubernetes, Docker",English,101-1000,Product,No,55000.0,62000.0
24/11/2020 11:54:18,36.0,Male,Berlin,Frontend Developer,12,Senior,JavaScript,"Javascript / Typescript, AWS, Docker",English,up to 10,Startup,No,72000.0,72000.0
24/11/2020 11:54:32,27.0,Male,Munich,QA Engineer,5,Senior,Swift,"Kotlin, Ruby",English,1000+,Product,No,58101.0,63800.0
24/11/2020 11:55:06,35.0,Male,Frankfurt,ML Engineer,12,Senior,ML,"Python, Java / Scala, R, SQL, AWS, Azure",English,1000+,Product,No,120000.0,150000.0
24/11/2020 11:55:07,37.0,Male,Munich,Software Engineer,15,Senior,php,"PHP, Javascript / Typescript, SQL, Docker",German,101-1000,Product,No,72500.0,75000.0
24/11/2020 11:55:33,26.0,Male,Munich,Data Scientist,3,Middle,Python,"Python, SQL, AWS, Docker",English,101-1000,Product,No,52300.0,72000.0
24/11/2020 11:55:57,33.0,Male,Frankfurt,Solution Architect,6,Middle,Python,"SQL, AWS, Google Cloud, Kubernetes, Docker",English,1000+,Product,No,85000.0,125000.0
24/11/2020 11:56:00,34.0,Male,Berlin,Frontend Developer,7,Senior,JavaScript,Docker,English,up to 10,Startup,No,0.0,65000.0
24/11/2020 11:56:05,33.0,Male,Berlin,Backend Developer,12,Lead,PHP,"Javascript / Typescript, SQL, AWS, Docker",English,101-1000,Product,No,60000.0,65000.0
24/11/2020 11:56:25,0.0,Male,Berlin,QA Engineer,6,Middle,Javascript,"Javascript / Typescript, AWS",English,101-1000,Product,No,45000.0,50000.0
24/11/2020 11:56:47,29.0,Male,Berlin,Backend Developer,8,Senior,Scala,"Java / Scala, AWS, Kubernetes, Docker",English,101-1000,Startup,No,0.0,72000.0
24/11/2020 11:56:56,24.0,Male,Munich,Software Engineer,5,Middle,C++,"Javascript / Typescript, Go",English,1000+,Product,No,110000.0,135000.0
24/11/2020 11:57:37,28.0,Female,Munich,QA Engineer,6,Middle,0,0,English,1000+,Product,No,42000.0,68000.0
24/11/2020 11:57:53,30.0,Female,Berlin,Software Engineer,8,Senior,"Scala, React.js","Javascript / Typescript, SQL, AWS, Kubernetes, Docker",English,101-1000,Product,No,65000.0,75000.0
24/11/2020 11:57:55,28.0,Male,Cologne,BI Consultant,8,Senior,SQL,"Python, Javascript / Typescript",English,up to 10,Consulting / Agency,No,0.0,72000.0
24/11/2020 11:58:24,31.0,Male,Munich,Backend Developer,11,Senior,PHP,"Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",English,1000+,Product,No,80000.0,84000.0
24/11/2020 11:59:14,28.0,Male,Munich,Mobile Developer,5,Senior,iOS,Swift,English,1000+,Product,No,70000.0,65000.0
24/11/2020 11:59:20,32.0,Female,Kempten,Fullstack Developer,10,Middle,C#,"Javascript / Typescript, .NET, SQL",English and German,51-100,Product,No,0.0,49000.0
24/11/2020 11:59:33,28.0,Male,Berlin,Software Engineer,6,Senior,Java,"Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",English,11-50,Startup,No,120000.0,140000.0
24/11/2020 11:59:38,26.0,Female,Munich,Data Scientist,3,Junior,Ml/Python,"Python, AWS, Docker",English,1000+,Product,No,0.0,82000.0
24/11/2020 12:00:01,33.0,Male,Berlin,Mobile Developer,6,Middle,Swift,0,English,101-1000,Product,No,66000.0,69300.0
24/11/2020 12:00:20,41.0,Male,Munich,Product Manager,18,Middle,0,0,English,1000+,Product,No,60000.0,72000.0
24/11/2020 12:00:59,31.0,Male,Berlin,Software Engineer,9,Senior,"C#, .net core","Python, Javascript / Typescript, .NET, AWS, Azure, Kubernetes, Docker",English,11-50,Startup,No,0.0,66000.0
24/11/2020 12:01:01,30.0,Male,Munich,Frontend Developer,6,Senior,Javascript,"Javascript / Typescript, AWS, Docker",English,51-100,Product,No,0.0,75101.0
24/11/2020 12:01:59,31.0,Male,Berlin,Frontend Developer,8,Senior,JavaScript/TypeScript,"Javascript / Typescript, Google Cloud, Docker",English,101-1000,Startup,No,0.0,70101.0
24/11/2020 12:02:04,37.0,Male,Munich,Backend Developer,12,Senior,php,"Javascript / Typescript, Docker",English,101-1000,Product,No,65000.0,67000.0
24/11/2020 12:04:10,30.0,Male,Berlin,Software Engineer,10,Lead,Python,"Python, SQL",English,101-1000,Startup,No,76000.0,79000.0
24/11/2020 12:04:15,34.0,Male,Munich,0,17,Lead,Java,"Python, Java / Scala, R, SQL, Go, AWS, Google Cloud, Azure, Kubernetes, Docker",German,1000+,Consulting / Agency,No,120000.0,140000.0
24/11/2020 12:06:20,25.0,Male,Munich,Backend Developer,5,Senior,Java,"Kotlin, Java / Scala, SQL, SAP / ABAP, Kubernetes, Docker",English,101-1000,Product,No,0.0,80000.0
24/11/2020 12:06:41,36.0,Male,Berlin,Backend Developer,19,Senior,PHP,"Javascript / Typescript, SQL, AWS, Docker",English,101-1000,Product,No,69000.0,69000.0
24/11/2020 12:06:58,40.0,Male,Berlin,Frontend Developer,7,Middle,Javascript,"PHP, Javascript / Typescript, Dart",English,11-50,Product,No,54000.0,54000.0
24/11/2020 12:07:16,37.0,Male,Berlin,Product Manager,6,Middle,0,0,German,101-1000,Product,No,118000.0,124000.0
24/11/2020 12:07:26,35.0,Male,Munich,Software Engineer,13,Senior,Java,"Kotlin, Java / Scala, AWS",English,101-1000,Product,No,78500.0,81500.0
24/11/2020 12:07:43,42.0,Male,Berlin,Software Engineer,20,Senior,Ruby on Rails,"Ruby, Kubernetes, Docker",German,51-100,Product,No,72000.0,80000.0
24/11/2020 12:07:44,34.0,Male,Berlin,QA Engineer,10,Senior,Java,"Python, Kotlin, Javascript / Typescript, Go, AWS, Kubernetes, Docker",English,101-1000,Startup,No,68000.0,78000.0
24/11/2020 12:07:47,30.0,Male,Berlin,Backend Developer,6,Senior,Ruby,"SQL, Elixir",English,101-1000,Product,No,130000.0,150000.0
24/11/2020 12:08:51,35.0,Male,Berlin,Software Engineer,12,Senior,C#,".NET, SQL, Google Cloud, Kubernetes, Docker",English,1000+,Product,No,0.0,92000.0
24/11/2020 12:09:03,34.0,Male,Munich,Cloud Architect,10,Senior,"Azure, SAP","SAP / ABAP, AWS, Google Cloud, Azure, Kubernetes, Docker",English,1000+,Cloud,No,100000.0,160000.0
24/11/2020 12:09:06,35.0,Male,Berlin,Designer (UI/UX),10,Senior,0,0,English,51-100,Product,No,65000.0,70000.0
24/11/2020 12:09:31,35.0,Male,Berlin,System Administrator,14,Middle,0,0,English,101-1000,Startup,No,0.0,44000.0
24/11/2020 12:09:50,28.0,Male,Hamburg,Software Engineer,7,Senior,Scala,"Python, Java / Scala, Perl",English,101-1000,Product,No,0.0,85000.0
24/11/2020 12:09:55,26.0,Male,Münster,Data Scientist,5.5,Junior,Python,"Python, C/C++, SQL, AWS",German,1000+,Product,No,0.0,50000.0
24/11/2020 12:10:03,35.0,Male,Berlin,Frontend Developer,4,Middle,JavaScript,PHP,English,101-1000,Product,No,0.0,55000.0
24/11/2020 12:10:05,31.0,Female,Munich,QA Engineer,7,Senior,Java,"Python, Ruby",English,1000+,Product,No,58000.0,68000.0
24/11/2020 12:11:42,35.0,Male,Frankfurt,Software Engineer,12,Senior,java,"Python, Kotlin, Javascript / Typescript, Java / Scala, Docker",German,51-100,Consulting / Agency,No,66000.0,66000.0
24/11/2020 12:12:16,28.0,Male,Berlin,Product Manager,3,Middle,0,0,English,51-100,Product,No,0.0,52500.0
24/11/2020 12:12:35,25.0,Male,Berlin,Backend Developer,4,Middle,Python,"SQL, Go",English,11-50,Startup,No,60000.0,60000.0
24/11/2020 12:13:24,42.0,Female,Berlin,QA Engineer,20,Middle,python,"Python, Javascript / Typescript",English,1000+,Product,No,0.0,55000.0
24/11/2020 12:14:03,30.0,Male,Berlin,Product Manager,7,Lead,0,"Python, SQL",English,1000+,Startup,No,0.0,150000.0
24/11/2020 12:14:23,40.0,Female,Munich,Software Engineer,20,Middle,Java,SQL,German,101-1000,Behörde,No,54000.0,54000.0
24/11/2020 12:14:27,36.0,Female,Erlangen,Project Manager,14,Middle,0,Python,English,1000+,Product,No,36000.0,62000.0
24/11/2020 12:14:52,37.0,Male,Berlin,Software Engineer,8,Junior,Java,"Java / Scala, AWS, Kubernetes, Docker",English,51-100,Product,No,0.0,60000.0
24/11/2020 12:15:30,33.0,Male,Munich,Software Engineer,10,Senior,Java,"AWS, Docker",English,101-1000,Product,No,74800.0,82500.0
24/11/2020 12:16:38,38.0,Male,Cologne,Software Engineer,11,Senior,PHP,"PHP, Javascript / Typescript, Go, AWS, Google Cloud, Kubernetes, Docker",English,101-1000,Product,No,55000.0,55000.0
24/11/2020 12:16:49,27.0,Male,Munich,Frontend Developer,4,Senior,Frontend,Javascript / Typescript,English,51-100,Product,No,0.0,60000.0
24/11/2020 12:17:15,33.0,Male,Berlin,Software Engineer,7,Senior,"Java, JavaScript","Javascript / Typescript, Java / Scala, SQL",English,1000+,Consulting / Agency,No,110000.0,129000.0
24/11/2020 12:17:21,34.0,Male,Vienna,Data Scientist,12,Senior,0,"Python, SQL, AWS, Azure",English,101-1000,Consulting / Agency,No,67000.0,85250.0
24/11/2020 12:17:32,36.0,Female,Munich,Backend Developer,5,Middle,PHP,"Javascript / Typescript, Docker",English,101-1000,Product,No,0.0,65000.0
24/11/2020 12:17:51,42.0,Male,Berlin,DevOps,22,Lead,yaml,"Python, PHP, Javascript / Typescript, SQL, Go, Perl, AWS, Google Cloud, Azure, Kubernetes, Docker",English,1000+,Startup,No,0.0,70000.0
24/11/2020 12:18:41,32.0,Male,Frankfurt,Network Engineer ,10,Senior,Python ,"Python, Docker",English,101-1000,Product,No,138500.0,74500.0
24/11/2020 12:21:10,31.0,Male,Berlin,Frontend Developer,10,Senior,Javascript,"Javascript / Typescript, SQL, Google Cloud, Docker",English,51-100,Startup,No,67601.0,71161.0
24/11/2020 12:21:33,33.0,Female,Berlin,QA Engineer,6,Middle,Java,"Python, Kubernetes",English,101-1000,Startup,No,0.0,60000.0
24/11/2020 12:21:45,40.0,Male,Berlin,VP Engineering,10,Lead,JS,"Javascript / Typescript, AWS",English,51-100,Product,No,0.0,100000.0
24/11/2020 12:23:06,28.0,Male,Moldova,Backend Developer,4,Middle,Java ,"Kotlin, Java / Scala",English,51-100,Startup,Yes,0.0,28000.0
24/11/2020 12:23:47,28.0,Male,Munich,Backend Developer,6,Senior,Java,"Javascript / Typescript, Java / Scala, SQL",English,101-1000,Consulting / Agency,No,58500.0,72000.0
24/11/2020 12:23:50,46.0,Male,Munich,Agile Coach,4,Senior,0,0,English,101-1000,Product,kurzarbeitzeit for 1.5 months,83000.0,82000.0
24/11/2020 12:26:12,31.0,Male,Berlin,Software Engineer,9,Senior,Python,"Python, SQL, AWS, Kubernetes, Docker",English,1000+,Product,No,80000.0,90000.0
24/11/2020 12:26:20,28.0,Male,Berlin,Mobile Developer,5,Lead,Swift,0,English,11-50,Consulting / Agency,No,0.0,70800.0
24/11/2020 12:27:21,29.0,Male,Berlin,Software Engineer,8,Middle,PHP,"PHP, Javascript / Typescript, SQL, AWS, Docker",English,11-50,Startup,No,0.0,55000.0
